group,model,fold,factor,bin,lower,upper,count,mean_probability,observed_rate
O11,linear,2,ttc,9,0.9,1.0,736,0.963377107825616,0.5244565217391305
O11,linear,3,collision,0,0.0,0.1,54386,0.0667589658148095,0.0111057992865811
O11,linear,3,collision,1,0.1,0.2,59980,0.1412035084704372,0.0441980660220073
O11,linear,3,collision,2,0.2,0.3,20110,0.2412359099336846,0.17503729487817
O11,linear,3,collision,3,0.3,0.4,6728,0.3409513860373945,0.2804696789536266
O11,linear,3,collision,4,0.4,0.5,2240,0.4423291608025985,0.3473214285714285
O11,linear,3,collision,5,0.5,0.6000000000000001,860,0.5432053031616433,0.3906976744186046
O11,linear,3,collision,6,0.6000000000000001,0.7000000000000001,397,0.6445657456251476,0.4206549118387909
O11,linear,3,collision,7,0.7000000000000001,0.8,218,0.7477664572930117,0.481651376146789
O11,linear,3,collision,8,0.8,0.9,170,0.8506643211140352,0.4647058823529412
O11,linear,3,collision,9,0.9,1.0,111,0.9451857515283532,0.5045045045045045
O11,linear,3,ttc,0,0.0,0.1,45698,0.0608861920269632,0.0384043065342028
O11,linear,3,ttc,1,0.1,0.2,48045,0.1434843711149483,0.0891664064939119
O11,linear,3,ttc,2,0.2,0.3,23696,0.2452474368910967,0.2248480756245779
O11,linear,3,ttc,3,0.3,0.4,13000,0.345069103784286,0.3494615384615384
O11,linear,3,ttc,4,0.4,0.5,7249,0.4445674406863817,0.45702855566285
O11,linear,3,ttc,5,0.5,0.6000000000000001,3857,0.544148585927403,0.52994555353902
O11,linear,3,ttc,6,0.6000000000000001,0.7000000000000001,1857,0.6447411835289926,0.564889606892838
O11,linear,3,ttc,7,0.7000000000000001,0.8,926,0.7443287962198772,0.5907127429805615
O11,linear,3,ttc,8,0.8,0.9,493,0.8484372094001538,0.6247464503042597
O11,linear,3,ttc,9,0.9,1.0,379,0.9572772787869134,0.6464379947229552
O11,linear,4,collision,0,0.0,0.1,58479,0.0655884584763539,0.008960481540382
O11,linear,4,collision,1,0.1,0.2,57801,0.1410756732794983,0.0461410702236985
O11,linear,4,collision,2,0.2,0.3,18867,0.2408396117000225,0.1632479991519584
O11,linear,4,collision,3,0.3,0.4,6104,0.3406814076250534,0.2647444298820445
O11,linear,4,collision,4,0.4,0.5,2058,0.4427695074946818,0.337220602526725
O11,linear,4,collision,5,0.5,0.6000000000000001,888,0.5433104407411438,0.3716216216216216
O11,linear,4,collision,6,0.6000000000000001,0.7000000000000001,429,0.6421840509056768,0.3939393939393939
O11,linear,4,collision,7,0.7000000000000001,0.8,255,0.7451260702282775,0.4235294117647059
O11,linear,4,collision,8,0.8,0.9,163,0.8464545790403167,0.4417177914110429
O11,linear,4,collision,9,0.9,1.0,156,0.9486259676707096,0.4551282051282051
O11,linear,4,ttc,0,0.0,0.1,48863,0.0609300110191601,0.0315166895196774
O11,linear,4,ttc,1,0.1,0.2,46388,0.143559657951154,0.0948952315253945
O11,linear,4,ttc,2,0.2,0.3,22615,0.2449991039001069,0.220340481980986
O11,linear,4,ttc,3,0.3,0.4,12504,0.3451727407979073,0.3255758157389635
O11,linear,4,ttc,4,0.4,0.5,7030,0.4449348376155069,0.4143669985775249
O11,linear,4,ttc,5,0.5,0.6000000000000001,3863,0.5444227631709874,0.4970230390887911
O11,linear,4,ttc,6,0.6000000000000001,0.7000000000000001,1901,0.6442362031204207,0.5570752235665439
O11,linear,4,ttc,7,0.7000000000000001,0.8,950,0.7437449785910155,0.6389473684210526
O11,linear,4,ttc,8,0.8,0.9,576,0.8471167547007402,0.5711805555555556
O11,linear,4,ttc,9,0.9,1.0,510,0.9561781203045564,0.5431372549019607
O11,mlp,0,collision,0,0.0,0.1,107795,0.0284350644322156,0.0238601048286098
O11,mlp,0,collision,1,0.1,0.2,19747,0.1420847031500977,0.1283232896136122
O11,mlp,0,collision,2,0.2,0.3,8604,0.2441153388794274,0.2044397954439795
O11,mlp,0,collision,3,0.3,0.4,4338,0.3450311520177684,0.2542646380820654
O11,mlp,0,collision,4,0.4,0.5,2269,0.4450807164239694,0.3133539003966505
O11,mlp,0,collision,5,0.5,0.6000000000000001,1255,0.5446698948681592,0.3792828685258964
O11,mlp,0,collision,6,0.6000000000000001,0.7000000000000001,675,0.6447920933476201,0.4385185185185185
O11,mlp,0,collision,7,0.7000000000000001,0.8,351,0.743524573467396,0.5014245014245015
O11,mlp,0,collision,8,0.8,0.9,157,0.8407441024567671,0.5159235668789809
O11,mlp,0,collision,9,0.9,1.0,25,0.9198521304130556,0.64
O11,mlp,0,ttc,0,0.0,0.1,75070,0.0419530412040099,0.0497269215398961
O11,mlp,0,ttc,1,0.1,0.2,28820,0.1443719683723016,0.1506939625260236
O11,mlp,0,ttc,2,0.2,0.3,16707,0.2460804689866661,0.2395403124438858
O11,mlp,0,ttc,3,0.3,0.4,10433,0.3461136948276226,0.3311607399597431
O11,mlp,0,ttc,4,0.4,0.5,6282,0.4462214546649936,0.4127666348296721
O11,mlp,0,ttc,5,0.5,0.6000000000000001,3803,0.5456333402705889,0.471469892190376
O11,mlp,0,ttc,6,0.6000000000000001,0.7000000000000001,2226,0.6452086589032213,0.527403414195867
O11,mlp,0,ttc,7,0.7000000000000001,0.8,1246,0.7445662969283844,0.5995184590690209
O11,mlp,0,ttc,8,0.8,0.9,499,0.8410232310782454,0.6412825651302605
O11,mlp,0,ttc,9,0.9,1.0,130,0.9242292638008412,0.6846153846153846
O11,mlp,1,collision,0,0.0,0.1,106496,0.0259253005786833,0.0264235276442307
O11,mlp,1,collision,1,0.1,0.2,19037,0.1432960933298318,0.1295372169984766
O11,mlp,1,collision,2,0.2,0.3,9436,0.2450469383664331,0.1975413310724883
O11,mlp,1,collision,3,0.3,0.4,5156,0.3445158425611613,0.262800620636152
O11,mlp,1,collision,4,0.4,0.5,2830,0.4452653106341513,0.3180212014134275
O11,mlp,1,collision,5,0.5,0.6000000000000001,1443,0.5432866650658685,0.3894663894663894
O11,mlp,1,collision,6,0.6000000000000001,0.7000000000000001,636,0.6400202606459083,0.4433962264150943
O11,mlp,1,collision,7,0.7000000000000001,0.8,150,0.7380145732561747,0.5066666666666667
O11,mlp,1,collision,8,0.8,0.9,15,0.8413768291473389,0.5333333333333333
O11,mlp,1,collision,9,0.9,1.0,1,0.9037334322929382,1.0
O11,mlp,1,ttc,0,0.0,0.1,74204,0.0396087170541157,0.047086410436095
O11,mlp,1,ttc,1,0.1,0.2,27157,0.144286565696611,0.1497588098832713
O11,mlp,1,ttc,2,0.2,0.3,15875,0.2466055192262169,0.2423937007874015
O11,mlp,1,ttc,3,0.3,0.4,10692,0.3467720153010208,0.3258511036288814
O11,mlp,1,ttc,4,0.4,0.5,7656,0.4474656447386729,0.3925026123301985
O11,mlp,1,ttc,5,0.5,0.6000000000000001,5224,0.5462126029372946,0.4887059724349157
O11,mlp,1,ttc,6,0.6000000000000001,0.7000000000000001,3026,0.6444095241574365,0.5760079312623926
O11,mlp,1,ttc,7,0.7000000000000001,0.8,1179,0.7396129950110036,0.631891433418151
O11,mlp,1,ttc,8,0.8,0.9,186,0.8295183059989765,0.6881720430107527
O11,mlp,1,ttc,9,0.9,1.0,1,0.909578800201416,1.0
O11,mlp,2,collision,0,0.0,0.1,108752,0.0273173412208407,0.0302799028983375
O11,mlp,2,collision,1,0.1,0.2,18848,0.1424924319808439,0.1444715619694397
O11,mlp,2,collision,2,0.2,0.3,8398,0.2434895653690176,0.2361276494403429
O11,mlp,2,collision,3,0.3,0.4,4438,0.344952380062224,0.3114015322217215
O11,mlp,2,collision,4,0.4,0.5,2490,0.4444703909766722,0.3751004016064257
O11,mlp,2,collision,5,0.5,0.6000000000000001,1367,0.5446358942689038,0.4594001463057791
O11,mlp,2,collision,6,0.6000000000000001,0.7000000000000001,652,0.6446682720279401,0.5168711656441718
O11,mlp,2,collision,7,0.7000000000000001,0.8,234,0.7403652790265206,0.5512820512820513
O11,mlp,2,collision,8,0.8,0.9,36,0.8354536775085661,0.7222222222222222
O11,mlp,2,collision,9,0.9,1.0,1,0.900072455406189,1.0
O11,mlp,2,ttc,0,0.0,0.1,76199,0.0404819205730979,0.0467460202889801
O11,mlp,2,ttc,1,0.1,0.2,27004,0.1439453283019409,0.1688268404680788
O11,mlp,2,ttc,2,0.2,0.3,15688,0.2466520924854421,0.2607088220295767
O11,mlp,2,ttc,3,0.3,0.4,10555,0.3461633770260298,0.3662719090478446
O11,mlp,2,ttc,4,0.4,0.5,7000,0.4465033659594399,0.4547142857142857
O11,mlp,2,ttc,5,0.5,0.6000000000000001,4466,0.5457141458107333,0.5344827586206896
O11,mlp,2,ttc,6,0.6000000000000001,0.7000000000000001,2801,0.6441909993431135,0.5980007140307033
O11,mlp,2,ttc,7,0.7000000000000001,0.8,1238,0.7408078397129194,0.6752827140549273
O11,mlp,2,ttc,8,0.8,0.9,258,0.8316206719524176,0.7170542635658915
O11,mlp,2,ttc,9,0.9,1.0,7,0.9114411302975246,0.8571428571428571
O11,mlp,3,collision,0,0.0,0.1,107222,0.0283473382176104,0.0254332133330846
O11,mlp,3,collision,1,0.1,0.2,19008,0.142676006909695,0.1317340067340067
O11,mlp,3,collision,2,0.2,0.3,8911,0.2442732825733143,0.199528672427337
O11,mlp,3,collision,3,0.3,0.4,4794,0.3444608382610266,0.2553191489361702
O11,mlp,3,collision,4,0.4,0.5,2597,0.4454032199792234,0.3184443588756257
O11,mlp,3,collision,5,0.5,0.6000000000000001,1526,0.5453074975219967,0.3735255570117955
O11,mlp,3,collision,6,0.6000000000000001,0.7000000000000001,717,0.6433947710645083,0.4532775453277545
O11,mlp,3,collision,7,0.7000000000000001,0.8,334,0.7425310788397304,0.5149700598802395
O11,mlp,3,collision,8,0.8,0.9,88,0.8372295586900278,0.6022727272727273
O11,mlp,3,collision,9,0.9,1.0,3,0.9182379643122356,1.0
O11,mlp,3,ttc,0,0.0,0.1,76400,0.0418827998367342,0.0461125654450261
O11,mlp,3,ttc,1,0.1,0.2,28037,0.1437835110100384,0.1596105146770339
O11,mlp,3,ttc,2,0.2,0.3,15720,0.2459483239221512,0.2792620865139949
O11,mlp,3,ttc,3,0.3,0.4,10271,0.3465944651955697,0.3693895433745497
O11,mlp,3,ttc,4,0.4,0.5,6741,0.4469489662393656,0.4330218068535825
O11,mlp,3,ttc,5,0.5,0.6000000000000001,4110,0.5458299254123892,0.5041362530413626
O11,mlp,3,ttc,6,0.6000000000000001,0.7000000000000001,2386,0.6450182364352691,0.5402347024308466
O11,mlp,3,ttc,7,0.7000000000000001,0.8,1168,0.7421498298134706,0.5941780821917808
O11,mlp,3,ttc,8,0.8,0.9,356,0.8373153120949027,0.7050561797752809
O11,mlp,3,ttc,9,0.9,1.0,11,0.9094144972887906,0.8181818181818182
O11,mlp,4,collision,0,0.0,0.1,107149,0.0279285552087585,0.0221093990611204
O11,mlp,4,collision,1,0.1,0.2,19473,0.1425263885065629,0.1179581985312997
O11,mlp,4,collision,2,0.2,0.3,8878,0.2444131612361457,0.1868664113539085
O11,mlp,4,collision,3,0.3,0.4,4714,0.344040930296437,0.2437420449724225
O11,mlp,4,collision,4,0.4,0.5,2622,0.4442060002950563,0.3112128146453089
O11,mlp,4,collision,5,0.5,0.6000000000000001,1377,0.5455737622561625,0.4175744371822803
O11,mlp,4,collision,6,0.6000000000000001,0.7000000000000001,668,0.6412920423610482,0.4236526946107784
O11,mlp,4,collision,7,0.7000000000000001,0.8,265,0.7412988028436337,0.5622641509433962
O11,mlp,4,collision,8,0.8,0.9,52,0.8282436762864773,0.6153846153846154
O11,mlp,4,collision,9,0.9,1.0,2,0.9089415073394777,1.0
O11,mlp,4,ttc,0,0.0,0.1,73162,0.041680266869459,0.0410732347393455
O11,mlp,4,ttc,1,0.1,0.2,28170,0.1443756763647116,0.1410010649627263
O11,mlp,4,ttc,2,0.2,0.3,17028,0.246276456494272,0.2470049330514447
O11,mlp,4,ttc,3,0.3,0.4,11026,0.3465128287189175,0.3155269363323054
O11,mlp,4,ttc,4,0.4,0.5,7355,0.4458446822346351,0.3987763426240652
O11,mlp,4,ttc,5,0.5,0.6000000000000001,4585,0.5457472819798386,0.4870229007633588
O11,mlp,4,ttc,6,0.6000000000000001,0.7000000000000001,2448,0.6450636763296096,0.556781045751634
O11,mlp,4,ttc,7,0.7000000000000001,0.8,1123,0.7408694466733551,0.609973285841496
O11,mlp,4,ttc,8,0.8,0.9,282,0.8341223806776898,0.723404255319149
O11,mlp,4,ttc,9,0.9,1.0,21,0.9178973266056606,1.0
O12,linear,0,collision,0,0.0,0.1,60782,0.065875163476588,0.0099865091638972
O12,linear,0,collision,1,0.1,0.2,57977,0.1404661931018988,0.0524690825672249
O12,linear,0,collision,2,0.2,0.3,17750,0.2402417522593283,0.1788732394366197
O12,linear,0,collision,3,0.3,0.4,5469,0.3403831865739988,0.2989577619308831
O12,linear,0,collision,4,0.4,0.5,1753,0.4417857613076636,0.3793496862521392
O12,linear,0,collision,5,0.5,0.6000000000000001,687,0.5426082905202974,0.3915574963609898
O12,linear,0,collision,6,0.6000000000000001,0.7000000000000001,324,0.6428700028746216,0.3981481481481481
O12,linear,0,collision,7,0.7000000000000001,0.8,194,0.7447366653029451,0.4175257731958763
O12,linear,0,collision,8,0.8,0.9,151,0.8501973124529352,0.4437086092715231
O12,linear,0,collision,9,0.9,1.0,129,0.9546486490456632,0.4186046511627907
O12,linear,0,ttc,0,0.0,0.1,50309,0.05998218696307,0.0373094277365878
O12,linear,0,ttc,1,0.1,0.2,47304,0.1434339966105841,0.1015770336546592
O12,linear,0,ttc,2,0.2,0.3,22418,0.244597567874333,0.2293692568471763
O12,linear,0,ttc,3,0.3,0.4,12231,0.344685505679365,0.3357861172430709
O12,linear,0,ttc,4,0.4,0.5,6176,0.4447876603386022,0.4324805699481865
O12,linear,0,ttc,5,0.5,0.6000000000000001,3373,0.5444697301924282,0.5259412985472873
O12,linear,0,ttc,6,0.6000000000000001,0.7000000000000001,1732,0.6437477176238978,0.5560046189376443
O12,linear,0,ttc,7,0.7000000000000001,0.8,794,0.7435972790423809,0.5390428211586902
O12,linear,0,ttc,8,0.8,0.9,431,0.8459898180862038,0.5382830626450116
O12,linear,0,ttc,9,0.9,1.0,448,0.957282724657229,0.5580357142857143
O12,linear,1,collision,0,0.0,0.1,57538,0.0676293573170696,0.0100281553060586
O12,linear,1,collision,1,0.1,0.2,59333,0.1408281643194451,0.0539328872634115
O12,linear,1,collision,2,0.2,0.3,19130,0.2404793069233959,0.1828541557762676
O12,linear,1,collision,3,0.3,0.4,5973,0.3403332537140216,0.2954964004687762
O12,linear,1,collision,4,0.4,0.5,1796,0.4407585657187188,0.3953229398663697
O12,linear,1,collision,5,0.5,0.6000000000000001,708,0.5431329503571246,0.3799435028248588
O12,linear,1,collision,6,0.6000000000000001,0.7000000000000001,312,0.6443255150165313,0.4102564102564102
O12,linear,1,collision,7,0.7000000000000001,0.8,189,0.7496865457958646,0.4391534391534391
O12,linear,1,collision,8,0.8,0.9,119,0.8475147280372491,0.3865546218487395
O12,linear,1,collision,9,0.9,1.0,102,0.9478596606675316,0.5098039215686274
O12,linear,1,ttc,0,0.0,0.1,47273,0.0608484432884374,0.0315825101009032
O12,linear,1,ttc,1,0.1,0.2,46723,0.1436861623828458,0.0956488239196969
O12,linear,1,ttc,2,0.2,0.3,23310,0.244901030828696,0.2317460317460317
O12,linear,1,ttc,3,0.3,0.4,13031,0.3451891506352196,0.3409561814135523
O12,linear,1,ttc,4,0.4,0.5,7402,0.4448962379382836,0.4184004323155904
O12,linear,1,ttc,5,0.5,0.6000000000000001,3751,0.5439974959612973,0.5153292455345241
O12,linear,1,ttc,6,0.6000000000000001,0.7000000000000001,1912,0.6440516906677429,0.5774058577405857
O12,linear,1,ttc,7,0.7000000000000001,0.8,936,0.7440677864683999,0.6549145299145299
O12,linear,1,ttc,8,0.8,0.9,445,0.8452673431192891,0.6022471910112359
O12,linear,1,ttc,9,0.9,1.0,417,0.9533017013284514,0.5899280575539568
O12,linear,2,collision,0,0.0,0.1,56639,0.0685577129921324,0.0087748724377195
O12,linear,2,collision,1,0.1,0.2,59526,0.1405532922254914,0.0599905923462016
O12,linear,2,collision,2,0.2,0.3,18940,0.2407132343842462,0.2057550158394931
O12,linear,2,collision,3,0.3,0.4,5959,0.3412285204010934,0.3240476590031884
O12,linear,2,collision,4,0.4,0.5,2027,0.441420119268646,0.3635915145535274
O12,linear,2,collision,5,0.5,0.6000000000000001,900,0.5436849857701196,0.3766666666666666
O12,linear,2,collision,6,0.6000000000000001,0.7000000000000001,456,0.6450758305819411,0.3969298245614035
O12,linear,2,collision,7,0.7000000000000001,0.8,296,0.745523447523246,0.4358108108108108
O12,linear,2,collision,8,0.8,0.9,199,0.8481548093072134,0.3869346733668342
O12,linear,2,collision,9,0.9,1.0,274,0.9638490035151044,0.2810218978102189
O12,linear,2,ttc,0,0.0,0.1,47949,0.0607992099906886,0.0281340591044651
O12,linear,2,ttc,1,0.1,0.2,47170,0.1432284917015063,0.10250158999364
O12,linear,2,ttc,2,0.2,0.3,22378,0.2450545542518109,0.2579318973992314
O12,linear,2,ttc,3,0.3,0.4,12756,0.345391662650607,0.3676701160238319
O12,linear,2,ttc,4,0.4,0.5,6935,0.4452254758778457,0.4705118961788032
O12,linear,2,ttc,5,0.5,0.6000000000000001,3651,0.5441542089850698,0.5414954806902219
O12,linear,2,ttc,6,0.6000000000000001,0.7000000000000001,2009,0.6448251616604711,0.5674464907914385
O12,linear,2,ttc,7,0.7000000000000001,0.8,1052,0.7459932545292061,0.5665399239543726
O12,linear,2,ttc,8,0.8,0.9,588,0.8443304145214509,0.6037414965986394
O12,linear,2,ttc,9,0.9,1.0,728,0.9634811147064952,0.510989010989011
O12,linear,3,collision,0,0.0,0.1,54131,0.0679231775860889,0.0100127468548521
O12,linear,3,collision,1,0.1,0.2,60367,0.1410859946561949,0.0468467871519207
O12,linear,3,collision,2,0.2,0.3,20078,0.2412692574944281,0.1693893814124913
O12,linear,3,collision,3,0.3,0.4,6681,0.3407207056534289,0.2784014369106421
O12,linear,3,collision,4,0.4,0.5,2197,0.4412731201094174,0.3632225762403277
O12,linear,3,collision,5,0.5,0.6000000000000001,889,0.5429728924222417,0.4049493813273341
O12,linear,3,collision,6,0.6000000000000001,0.7000000000000001,367,0.6440456691489882,0.4196185286103542
O12,linear,3,collision,7,0.7000000000000001,0.8,217,0.7474805004036371,0.4792626728110599
O12,linear,3,collision,8,0.8,0.9,163,0.8459889552344574,0.4969325153374233
O12,linear,3,collision,9,0.9,1.0,110,0.9443986556746744,0.5
O12,linear,3,ttc,0,0.0,0.1,45591,0.0620529167238504,0.0359281437125748
O12,linear,3,ttc,1,0.1,0.2,48348,0.143510493929667,0.0892901464383221
O12,linear,3,ttc,2,0.2,0.3,23745,0.24502427439535,0.2297325752790061
O12,linear,3,ttc,3,0.3,0.4,13129,0.344766494116259,0.3501409094371239
O12,linear,3,ttc,4,0.4,0.5,7170,0.4448901190709535,0.4637377963737796
O12,linear,3,ttc,5,0.5,0.6000000000000001,3640,0.5443933678688584,0.5332417582417582
O12,linear,3,ttc,6,0.6000000000000001,0.7000000000000001,1870,0.644043092995404,0.574331550802139
O12,linear,3,ttc,7,0.7000000000000001,0.8,854,0.7435388182588707,0.6229508196721312
O12,linear,3,ttc,8,0.8,0.9,466,0.8448188810133627,0.630901287553648
O12,linear,3,ttc,9,0.9,1.0,387,0.954323719022194,0.627906976744186
O12,linear,4,collision,0,0.0,0.1,58042,0.065718984593343,0.0082354157334344
O12,linear,4,collision,1,0.1,0.2,58096,0.1411293958827003,0.0464575874414761
O12,linear,4,collision,2,0.2,0.3,19175,0.2408479412414881,0.1628161668839635
O12,linear,4,collision,3,0.3,0.4,6055,0.3411806911894549,0.2720066061106523
O12,linear,4,collision,4,0.4,0.5,1975,0.4438860692555391,0.3235443037974683
O12,linear,4,collision,5,0.5,0.6000000000000001,838,0.544116250228199,0.3818615751789976
O12,linear,4,collision,6,0.6000000000000001,0.7000000000000001,446,0.6446621562333384,0.3946188340807174
O12,linear,4,collision,7,0.7000000000000001,0.8,258,0.7460981549680695,0.4224806201550387
O12,linear,4,collision,8,0.8,0.9,166,0.8483658124165363,0.4216867469879518
O12,linear,4,collision,9,0.9,1.0,149,0.950671328394205,0.4765100671140939
O12,linear,4,ttc,0,0.0,0.1,47833,0.0608457096142245,0.0306482972006773
O12,linear,4,ttc,1,0.1,0.2,47206,0.1433136492149408,0.0905181544718891
O12,linear,4,ttc,2,0.2,0.3,22716,0.2447546541797094,0.2211216763514703
O12,linear,4,ttc,3,0.3,0.4,12840,0.3451817019334834,0.3255451713395638
O12,linear,4,ttc,4,0.4,0.5,6998,0.4444413983964961,0.4334095455844527
O12,linear,4,ttc,5,0.5,0.6000000000000001,3673,0.5444064042628575,0.4963245303566567
O12,linear,4,ttc,6,0.6000000000000001,0.7000000000000001,1897,0.6439392599672409,0.5846072746441751
O12,linear,4,ttc,7,0.7000000000000001,0.8,965,0.7442726445321592,0.6134715025906736
O12,linear,4,ttc,8,0.8,0.9,574,0.8488134119776484,0.5714285714285714
O12,linear,4,ttc,9,0.9,1.0,498,0.9559549628252006,0.5502008032128514
O12,mlp,0,collision,0,0.0,0.1,108012,0.022155602656647,0.0223864015109432
O12,mlp,0,collision,1,0.1,0.2,17680,0.1436590914694567,0.1213235294117647
O12,mlp,0,collision,2,0.2,0.3,8977,0.2448836367669025,0.1908209869666926
O12,mlp,0,collision,3,0.3,0.4,5279,0.3457157323308053,0.2657700322030688
O12,mlp,0,collision,4,0.4,0.5,2948,0.4457824286503093,0.3415875169606513
O12,mlp,0,collision,5,0.5,0.6000000000000001,1600,0.5438177822902799,0.42875
O12,mlp,0,collision,6,0.6000000000000001,0.7000000000000001,599,0.6400202895842729,0.4557595993322204
O12,mlp,0,collision,7,0.7000000000000001,0.8,112,0.7310604133776256,0.6517857142857143
O12,mlp,0,collision,8,0.8,0.9,9,0.8211773104137845,0.6666666666666666
O12,mlp,0,collision,9,0.9,1.0,0,,
O12,mlp,0,ttc,0,0.0,0.1,80669,0.0338119099699681,0.0462011429421463
O12,mlp,0,ttc,1,0.1,0.2,22508,0.1452725959247597,0.1674960014217167
O12,mlp,0,ttc,2,0.2,0.3,14577,0.2470999222225536,0.2410646909514989
O12,mlp,0,ttc,3,0.3,0.4,10562,0.3474995963976613,0.3148078015527362
O12,mlp,0,ttc,4,0.4,0.5,7336,0.4467483892459971,0.3912213740458015
O12,mlp,0,ttc,5,0.5,0.6000000000000001,5001,0.5458310260054732,0.4737052589482103
O12,mlp,0,ttc,6,0.6000000000000001,0.7000000000000001,3094,0.6446412803861659,0.5627020038784745
O12,mlp,0,ttc,7,0.7000000000000001,0.8,1239,0.7390299731440079,0.6287328490718321
O12,mlp,0,ttc,8,0.8,0.9,224,0.830502270587853,0.6785714285714286
O12,mlp,0,ttc,9,0.9,1.0,6,0.9339997867743174,0.3333333333333333
O12,mlp,1,collision,0,0.0,0.1,107461,0.0216968064527098,0.0243716324992322
O12,mlp,1,collision,1,0.1,0.2,17040,0.1441555762488587,0.1213615023474178
O12,mlp,1,collision,2,0.2,0.3,9031,0.2453185550009685,0.1910087476469937
O12,mlp,1,collision,3,0.3,0.4,5379,0.3464833012819955,0.2619445993679122
O12,mlp,1,collision,4,0.4,0.5,3307,0.4449188060583144,0.3489567583912912
O12,mlp,1,collision,5,0.5,0.6000000000000001,1787,0.5456069924675291,0.4163402350307778
O12,mlp,1,collision,6,0.6000000000000001,0.7000000000000001,867,0.6431511638486261,0.4867358708189158
O12,mlp,1,collision,7,0.7000000000000001,0.8,296,0.7383397863926114,0.5675675675675675
O12,mlp,1,collision,8,0.8,0.9,32,0.82442507147789,0.59375
O12,mlp,1,collision,9,0.9,1.0,0,,
O12,mlp,1,ttc,0,0.0,0.1,80522,0.0338424151278337,0.046397257892253
O12,mlp,1,ttc,1,0.1,0.2,21163,0.1449862708393626,0.1627368520531115
O12,mlp,1,ttc,2,0.2,0.3,13733,0.2477207306569292,0.2414621714119274
O12,mlp,1,ttc,3,0.3,0.4,10429,0.3477974272503562,0.3238086106050436
O12,mlp,1,ttc,4,0.4,0.5,8140,0.4474823092140202,0.4071253071253071
O12,mlp,1,ttc,5,0.5,0.6000000000000001,5789,0.5469529041150091,0.4772845050958715
O12,mlp,1,ttc,6,0.6000000000000001,0.7000000000000001,3546,0.6443801528306177,0.5473773265651438
O12,mlp,1,ttc,7,0.7000000000000001,0.8,1564,0.7415505485309054,0.6074168797953964
O12,mlp,1,ttc,8,0.8,0.9,310,0.8321432565489123,0.7225806451612903
O12,mlp,1,ttc,9,0.9,1.0,4,0.910736471414566,0.75
O12,mlp,2,collision,0,0.0,0.1,108207,0.0225751768519512,0.0265971702385243
O12,mlp,2,collision,1,0.1,0.2,17457,0.1439275372061299,0.1458440740104256
O12,mlp,2,collision,2,0.2,0.3,8850,0.2447707037989702,0.2248587570621469
O12,mlp,2,collision,3,0.3,0.4,4892,0.345584507614301,0.3049877350776778
O12,mlp,2,collision,4,0.4,0.5,2796,0.4451516863592875,0.3823319027181688
O12,mlp,2,collision,5,0.5,0.6000000000000001,1704,0.5454766503032384,0.454225352112676
O12,mlp,2,collision,6,0.6000000000000001,0.7000000000000001,916,0.6449861201136393,0.5043668122270742
O12,mlp,2,collision,7,0.7000000000000001,0.8,329,0.7375843718783833,0.5714285714285714
O12,mlp,2,collision,8,0.8,0.9,65,0.8298851104883047,0.5692307692307692
O12,mlp,2,collision,9,0.9,1.0,0,,
O12,mlp,2,ttc,0,0.0,0.1,80199,0.0339158007497389,0.0467586877641865
O12,mlp,2,ttc,1,0.1,0.2,22436,0.1447284463411145,0.1688803708325904
O12,mlp,2,ttc,2,0.2,0.3,13952,0.2473464076868642,0.2661267201834862
O12,mlp,2,ttc,3,0.3,0.4,10290,0.3478551729253707,0.3551020408163265
O12,mlp,2,ttc,4,0.4,0.5,7444,0.4473807540337351,0.437667920472864
O12,mlp,2,ttc,5,0.5,0.6000000000000001,5416,0.5463593270481073,0.517725258493353
O12,mlp,2,ttc,6,0.6000000000000001,0.7000000000000001,3397,0.6458680214936642,0.5914041801589638
O12,mlp,2,ttc,7,0.7000000000000001,0.8,1639,0.7425796323029132,0.6461256863941428
O12,mlp,2,ttc,8,0.8,0.9,423,0.8318645993586691,0.7021276595744681
O12,mlp,2,ttc,9,0.9,1.0,20,0.9150637537240982,0.8
O12,mlp,3,collision,0,0.0,0.1,107209,0.0240913384229356,0.022899196895783
O12,mlp,3,collision,1,0.1,0.2,17761,0.1431589938486678,0.1236979899780417
O12,mlp,3,collision,2,0.2,0.3,8925,0.2450112621874368,0.1993277310924369
O12,mlp,3,collision,3,0.3,0.4,5279,0.3454886009960062,0.2612237166129948
O12,mlp,3,collision,4,0.4,0.5,3097,0.4448277364633219,0.3380690991281885
O12,mlp,3,collision,5,0.5,0.6000000000000001,1745,0.5440466849031967,0.4137535816618911
O12,mlp,3,collision,6,0.6000000000000001,0.7000000000000001,848,0.6433300696453959,0.4834905660377358
O12,mlp,3,collision,7,0.7000000000000001,0.8,295,0.7393980773828798,0.576271186440678
O12,mlp,3,collision,8,0.8,0.9,41,0.8269915595287229,0.5853658536585366
O12,mlp,3,collision,9,0.9,1.0,0,,
O12,mlp,3,ttc,0,0.0,0.1,78567,0.0379381289297267,0.0446243333715173
O12,mlp,3,ttc,1,0.1,0.2,24957,0.1440485370859158,0.157190367431983
O12,mlp,3,ttc,2,0.2,0.3,14877,0.2463975044406453,0.2655105195940042
O12,mlp,3,ttc,3,0.3,0.4,9817,0.3477333391818978,0.361210145665682
O12,mlp,3,ttc,4,0.4,0.5,7134,0.446819893838245,0.4348191757779647
